"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
athf_t18_score_v2,athf_form2_if_needed_treatments_1120_v2,,calc,"ATHF Score","if([athf_t18_addtrial_v2]<>'1','',if([athf_t18_mon_ha_dose_1_v2]=""1"" OR [athf_t18_mon_ha_dose_1_v2]=""2"" OR [athf_t18_mon_ha_dose_1_v2]=""NaN"",""0"",[athf_t18_mon_ha_dose_1_v2])+if([athf_t18_mon_ha_drug_1_v2]=""1"" OR [athf_t18_mon_ha_drug_1_v2]=""2"" OR [athf_t18_mon_ha_drug_1_v2]=""NaN"",""0"",[athf_t18_mon_ha_drug_1_v2]) +if([athf_t18_mon_ha_dose_2_v2]=""1"" OR [athf_t18_mon_ha_dose_2_v2]=""2"" OR [athf_t18_mon_ha_dose_2_v2]=""NaN"",""0"",[athf_t18_mon_ha_dose_2_v2]) +if([athf_t18_mon_ha_drug_2_v2]=""1"" OR [athf_t18_mon_ha_drug_2_v2]=""2"" OR [athf_t18_mon_ha_drug_2_v2]=""NaN"",""0"",[athf_t18_mon_ha_drug_2_v2])+if([athf_t18_mon_ha_3_v2]=""1"" OR [athf_t18_mon_ha_3_v2]=""2"" OR [athf_t18_mon_ha_3_v2]=""NaN"",""0"",[athf_t18_mon_ha_3_v2]) +if([athf_t18_mon_ad_1_v2]=""1"" OR [athf_t18_mon_ad_1_v2]=""2"" OR [athf_t18_mon_ad_1_v2]=""NaN"",""0"",[athf_t18_mon_ad_1_v2]) +if([athf_t18_mon_ad_2_v2]=""1"" OR [athf_t18_mon_ad_2_v2]=""2"" OR [athf_t18_mon_ad_2_v2]=""NaN"",""0"",[athf_t18_mon_ad_2_v2]) +if([athf_t18_mon_ad_3_v2]=""1"" OR [athf_t18_mon_ad_3_v2]=""2"" OR [athf_t18_mon_ad_3_v2]=""NaN"",""0"",[athf_t18_mon_ad_3_v2]) +if([athf_t18_mon_ad_4_v2]=""1"" OR [athf_t18_mon_ad_4_v2]=""2"" OR [athf_t18_mon_ad_4_v2]=""NaN"",""0"",[athf_t18_mon_ad_4_v2]) +if([athf_t18_mon_ad_5_v2]=""1"" OR [athf_t18_mon_ad_5_v2]=""2"" OR [athf_t18_mon_ad_5_v2]=""NaN"",""0"",[athf_t18_mon_ad_5_v2]) +if([athf_t18_mon_ad_6_v2]=""1"" OR [athf_t18_mon_ad_6_v2]=""2"" OR [athf_t18_mon_ad_6_v2]=""NaN"",""0"",[athf_t18_mon_ad_6_v2]) +if([athf_t18_mon_ad_7_v2]=""1"" OR [athf_t18_mon_ad_7_v2]=""2"" OR [athf_t18_mon_ad_7_v2]=""NaN"",""0"",[athf_t18_mon_ad_7_v2]) +if([athf_t18_mon_ad_8_v2]=""1"" OR [athf_t18_mon_ad_8_v2]=""2"" OR [athf_t18_mon_ad_8_v2]=""NaN"",""0"",[athf_t18_mon_ad_8_v2]) +if([athf_t18_mon_ad_9_v2]=""1"" OR [athf_t18_mon_ad_9_v2]=""2"" OR [athf_t18_mon_ad_9_v2]=""NaN"",""0"",[athf_t18_mon_ad_9_v2]) +if([athf_t18_mon_ad_10_v2]=""1"" OR [athf_t18_mon_ad_10_v2]=""2"" OR [athf_t18_mon_ad_10_v2]=""NaN"",""0"",[athf_t18_mon_ad_10_v2]) +if([athf_t18_mon_ad_11_v2]=""1"" OR [athf_t18_mon_ad_11_v2]=""2"" OR [athf_t18_mon_ad_11_v2]=""NaN"",""0"",[athf_t18_mon_ad_11_v2]) +if([athf_t18_mon_ad_12_v2]=""1"" OR [athf_t18_mon_ad_12_v2]=""2"" OR [athf_t18_mon_ad_12_v2]=""NaN"",""0"",[athf_t18_mon_ad_12_v2]) +if([athf_t18_mon_ad_13_v2]=""1"" OR [athf_t18_mon_ad_13_v2]=""2"" OR [athf_t18_mon_ad_13_v2]=""NaN"",""0"",[athf_t18_mon_ad_13_v2]) +if([athf_t18_mon_ad_14_v2]=""1"" OR [athf_t18_mon_ad_14_v2]=""2"" OR [athf_t18_mon_ad_14_v2]=""NaN"",""0"",[athf_t18_mon_ad_14_v2]) +if([athf_t18_mon_ad_15_v2]=""1"" OR [athf_t18_mon_ad_15_v2]=""2"" OR [athf_t18_mon_ad_15_v2]=""NaN"",""0"",[athf_t18_mon_ad_15_v2]) +if([athf_t18_mon_maoi_1_v2]=""1"" OR [athf_t18_mon_maoi_1_v2]=""2"" OR [athf_t18_mon_maoi_1_v2]=""NaN"",""0"",[athf_t18_mon_maoi_1_v2]) +if([athf_t18_mon_maoi_2_v2]=""1"" OR [athf_t18_mon_maoi_2_v2]=""2"" OR [athf_t18_mon_maoi_2_v2]=""NaN"",""0"",[athf_t18_mon_maoi_2_v2]) +if([athf_t18_mon_maoi_3a_v2]=""1"" OR [athf_t18_mon_maoi_3a_v2]=""2"" OR [athf_t18_mon_maoi_3a_v2]=""NaN"",""0"",[athf_t18_mon_maoi_3a_v2]) +if([athf_t18_mon_maoi_3b_v2]=""1"" OR [athf_t18_mon_maoi_3b_v2]=""2"" OR [athf_t18_mon_maoi_3b_v2]=""NaN"",""0"",[athf_t18_mon_maoi_3b_v2]) +if([athf_t18_mon_maoi_4_v2]=""1"" OR [athf_t18_mon_maoi_4_v2]=""2"" OR [athf_t18_mon_maoi_4_v2]=""NaN"",""0"",[athf_t18_mon_maoi_4_v2]) +if([athf_t18_mon_lith_v2]=""1"" OR [athf_t18_mon_lith_v2]=""2"" OR [athf_t18_mon_lith_v2]=""NaN"",""0"",[athf_t18_mon_lith_v2])+if([athf_t18_mon_ac_1_v2]=""1"" OR [athf_t18_mon_ac_1_v2]=""2"" OR [athf_t18_mon_ac_1_v2]=""NaN"",""0"",[athf_t18_mon_ac_1_v2]) +if([athf_t18_mon_benz_1_v2]=""1"" OR [athf_t18_mon_benz_1_v2]=""2"" OR [athf_t18_mon_benz_1_v2]=""NaN"",""0"",[athf_t18_mon_benz_1_v2]) +if([athf_t18_mon_ap_1_v2]=""1"" OR [athf_t18_mon_ap_1_v2]=""2"" OR [athf_t18_mon_ap_1_v2]=""NaN"",""0"",[athf_t18_mon_ap_1_v2]) +if([athf_t18_mon_ap_4_v2]=""1"" OR [athf_t18_mon_ap_4_v2]=""2"" OR [athf_t18_mon_ap_4_v2]=""NaN"",""0"",[athf_t18_mon_ap_4_v2])+if([athf_t18_mon_misc_4_v2]=""1"" OR [athf_t18_mon_misc_4_v2]=""2"" OR [athf_t18_mon_misc_4_v2]=""NaN"",""0"",[athf_t18_mon_misc_4_v2]) +if([athf_t18_aug_lithium_v2]=""1"" OR [athf_t18_aug_lithium_v2]=""2"" OR [athf_t18_aug_lithium_v2]=""NaN"",""0"",[athf_t18_aug_lithium_v2])+if([athf_t18_aug_quetiapine_v2]=""1"" OR [athf_t18_aug_quetiapine_v2]=""2"" OR [athf_t18_aug_quetiapine_v2]=""NaN"",""0"",[athf_t18_aug_quetiapine_v2])+if([athf_t18_aug_aripi_v2]=""1"" OR [athf_t18_aug_aripi_v2]=""2"" OR [athf_t18_aug_aripi_v2]=""NaN"",""0"",[athf_t18_aug_aripi_v2])+if([athf_t18_aug_olanz_v2]=""1"" OR [athf_t18_aug_olanz_v2]=""2"" OR [athf_t18_aug_olanz_v2]=""NaN"",""0"",[athf_t18_aug_olanz_v2])+if([athf_t18_aug_brexzole_v2]=""1"" OR [athf_t18_aug_brexzole_v2]=""2"" OR [athf_t18_aug_brexzole_v2]=""NaN"",""0"",[athf_t18_aug_brexzole_v2])+if([athf_t18_ect_score_uni_v2]=""1"" OR [athf_t18_ect_score_uni_v2]=""2"" OR [athf_t18_ect_score_uni_v2]=""NaN"",""0"",[athf_t18_ect_score_uni_v2])+if([athf_t18_ect_score_bi_v2]=""1"" OR [athf_t18_ect_score_bi_v2]=""2"" OR [athf_t18_ect_score_bi_v2]=""NaN"",""0"",if([athf_t18_ect_score_bi_v2]=""6"",""5"",[athf_t18_ect_score_bi_v2]))+if([athf_t18_rtms_v2]=""1"" OR [athf_t18_rtms_v2]=""2"" OR [athf_t18_rtms_v2]=""NaN"",""0"",[athf_t18_rtms_v2])+if([athf_t18_psyther_score_v2]=""1"" OR [athf_t18_psyther_score_v2]=""2"" OR [athf_t18_psyther_score_v2]=""NaN"",""0"",[athf_t18_psyther_score_v2])+if([athf_t18_intpther_score_v2]=""1"" OR [athf_t18_intpther_score_v2]=""2"" OR [athf_t18_intpther_score_v2]=""NaN"",""0"",[athf_t18_intpther_score_v2])+if([athf_t18_problemther_score_v2]=""1"" OR [athf_t18_problemther_score_v2]=""2"" OR [athf_t18_problemther_score_v2]=""NaN"",""0"",[athf_t18_problemther_score_v2])+if([athf_t18_othpsyther_score_v2]=""1"" OR [athf_t18_othpsyther_score_v2]=""2"" OR [athf_t18_othpsyther_score_v2]=""NaN"",""0"",[athf_t18_othpsyther_score_v2]))",,,,,,"[athf_t18_addtrial_v2] = '1'",,,,,,
athf_t19_addtrial_v2,athf_form2_if_needed_treatments_1120_v2,,yesno,"Add another trial?",,,,,,,"[athf_t18_addtrial_v2] = '1'",y,,,,,
athf_t19_type_v2,athf_form2_if_needed_treatments_1120_v2,"Trial #19",dropdown,"Trial Type: ","1, Monotherapy|2, Augmentation|3, ECT|4, rTMS|5, Psychotherapy",,autocomplete,,,,"[athf_t19_addtrial_v2] = '1'",y,,,,,
athf_t19_mon_medname_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,Medication,"1, Alprazolam (Xanax)|2, Amitriptyline (Elavil, Endep)|3, Amoxapine (Ascendin)|4, Aripiprazole (Abilify)|64, Asenapine (Saphris)|5, Brexpiprazole (Rexulti)|65, Bromazepam (Lexotan)|6, Bupropion (Wellbutrin)|7, Buspirone (Buspar)|8, Carbamazepine (Tegretol)|66, Cariprazine (Vraylar)|9, Citalopram (Celexa)|10, Clomipramine (Anafranil)|11, Clonazepam (Klonopin, Rivotril)|12, Clonidine (Catapres)|67, Chloprothixene (Taractan)|68, Chlordiazepoxide (Librium)|69, Chlorpromazine (Thorazine)|70, Clobazam (Onfi, Frisium, Urbanol)|71, Clorazepate (Tranxene, Tranxilium)|72, Clozapine (Clozaril)|13, D-amphetamine (Dexedrine)|14, Desipramine (Norpramine, Pertofrane)|15, Desvenlafaxine (Pristiq)|73, Diazepam (Valium)|16, Diphenhydramine (Benadryl)|17, Divalproex (Depakote)|18, Doxepin (Sinequan, Adapin)|19, Duloxetine (Cymbalta)|20, Escitalopram (Lexapro, Cipralex)|74, Estazolam (ProSom, Nuctalon)|21, Estrogen|62, Fenfluramine|22, Fluoxetine (Prozac)|75, Fluphenazine (Prolixin, Permitil)|76, Fluphenazine decanoate|77, Flurazepam (Dalmadorm, Dalmane)|23, Fluvoxamine (Luvox)|24, Gabapentin (Neurontin)|78, Halazepam (Paxipam)|79, Haloperidol (Haldol)|80, Haloperidol decanoate|81, Iloperidone (Fanapt)|25, Imipramine (Tofranil)|26, Isocarboxazid (Marplan)|27, Lamotrigine (Lamictal)|28, Levomilnacipran (Fetzima)|29, Lithium (Li)|82, Lorazepam (Ativan)|83, Loxapine (Loxitane)|30, L-tryptophan,|31, Lurasidone (Latuda)|32, Maprotiline (Ludiomil)|84, Mesoridazine (Serentil)|33, Methylphenidate (Ritalin)|85, Midazolam (Versed)|34, Mirtazapine (Remeron)|35, Moclobemide|86, Molindone (Moban)|36, Nefazodone (Serzone)|87, Nitrazepam (Mogadon)|37, Nomifensine|38, Nortriptyline (NT -- Pamelor, Aventyl)|39, Olanzapine  (Zyprexa)|88, Oxazepam (Serax)|89, Paliperidone (Invega)|40, Paroxetine (Paxil)|41, Pemoline (Cylert)|90, Perphenazine (Trilafon)|42, Phenelzine (Nardil)|63, Phototherapy|91, Pimozide (Orap)|92, Pregabalin (Lyrica)|93, Prochlorperazine (Compazine)|43, Protriptyline (Vivactil)|94, Quazepam (Doral)|44, Quetiapine (Seroquel)|45, Ramelteon (Rozerem)|95, Risperidone (Risperdal)|96, Risperidone Consta (Risperdal Consta)|46, SAMe|47, Selegiline (Eldepryl)|48, Selegiline Patch (Emsam)|49, Sertraline (Zoloft)|97, Sulpiride|50, St. John Wort's|98, Temazepam (Restoril)|99, Thioridazine (Mellaril)|100, Thiothixene (Navane)|51, Thyroid hormones (Cytomel, Synthroid, etc.), 101, Topiramate (Topamax)|52, Tranylcypromine (Parnate)|53, Trazodone (Desyrel)|54, Trazodone ER (Olpetro)|102, Triazolam (Halcion)|103, Trifluoperazine (Stelazine)|55, Trimipramine (Surmontil)|56, Valproic acid (Depakene)|57, Venlafaxine (Effexor)|58, Vilazodone (Viibryd)|59, Vortioxetine (Brintellix, Trintellix)|104, Ziprasidone (Geodon)|60, Zolpidem (Ambien)|61, Zopiclone (Imovane)",,autocomplete,,,,"[athf_t19_type_v2] = '1'",y,,,,,
athf_t19_mon_dosage_v2,athf_form2_if_needed_treatments_1120_v2,,text,"[athf_t19_mon_medname] Dosage",,"in mg/day",number,0,,,"[athf_t19_mon_medname_v2] <> """"",y,,,,,
athf_t19_mon_duration_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Duration","1, <  4 weeks|2, At least 4 weeks and less than 8 weeks|3, At least 8 weeks and less than 12 weeks|4, At least 12 weeks",,autocomplete,,,,"[athf_t19_mon_medname_v2] <> """"",y,,,,,
athf_t19_mon_ha_dosedrug_1_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"Is data on [athf_t19_mon_medname] being taken by dosage or by drug level?","0, Dosage|1, Drug Level",,,,,,"[athf_t19_mon_medname_v2] = '2' or [athf_t19_mon_medname_v2] = '14' or [athf_t19_mon_medname_v2] = '25' or [athf_t19_mon_medname_v2] = '10' or [athf_t19_mon_medname_v2] = '55' or [athf_t19_mon_medname_v2] = '32' or [athf_t19_mon_medname_v2] = '18' or [athf_t19_mon_medname_v2] = '37'",y,,,,,
athf_t19_mon_ha_dose_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, any drug  <   4 wks OR any drug <  50  mg/day (1)|2, 4 wks or more and 50 - 99 mg/day  (2)|3, 4 wks or more and 100 - 149 mg/day (3)|4, 4 wks or more and 150 mg/day or greater (4)",,autocomplete,,,,"[athf_t19_mon_ha_dosedrug_1_v2] = '0'",y,,,,,
athf_t19_mon_ha_drug_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Drug Level Information ","3, 4 wks or more and DMI level 125 ng/ml or greater (4)|4, 4 wks ore more and IMI + DMI 225 ng/ml or greater (4)",,autocomplete,,,,"[athf_t19_mon_ha_dosedrug_1_v2] = '1'",y,,,,,
athf_t19_mon_ha_dosedrug_2_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"Is data on [athf_t19_mon_medname] being taken by dosage or by drug level?","0, Dosage|1, Drug Level",,,,,,"[athf_t19_mon_medname_v2] = '38'",y,,,,,
athf_t19_mon_ha_dose_2_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, NT <   4 wks (1)|2, 4 wks or more and level  <  50 ng/ml (2)|3, 4 wks or more and level 50 - 79 ng/ml or > 150 ng/ml (3)|4, 4 wks or more and level 80 - 150 ng/ml (4)",,autocomplete,,,,"[athf_t19_mon_ha_dosedrug_2_v2] = '0'",y,,,,,
athf_t19_mon_ha_drug_2_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Drug Level Information ","0, NT <  4 wks OR 4 wks or more and NT <  25 mg/day (1)|2, 4 wks or more and NT 25 - 49 mg/day (2)|3, 4 wks or more and NT 50 - 74 mg/day or > 125 mg/day (3)|4, 4 wks or more and NT 75 - 125 mg/day (4)",,autocomplete,,,,"[athf_t19_mon_ha_dosedrug_2_v2] = '1'",y,,,,,
athf_t19_mon_ha_3_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug  <   4 wks OR 4 wks or more and dosage  <   20 mg/day (1)|2, 4 wks or more and dosage 20 - 29 mg/day (2)|3, 4 wks or more and dosage 30 - 39 mg/day (3)|4, 4 wks or more and dosage at least 40 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '43'",y,,,,,
athf_t19_mon_ad_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 499 mg/day (3)|4, 4 wks or more and dosage at least 500 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '53' OR [athf_t19_mon_medname_v2] = '54' OR [athf_t19_mon_medname_v2] = '3'",y,,,,,
athf_t19_mon_ad_2_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage  <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 599 mg/day (3)|4, 4 wks or more and dosage at least 600 mg/day(4)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '36'",y,,,,,
athf_t19_mon_ad_3_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage 1 - 9 mg/day (1)|2, 4 wks or more and dosage 10 - 19 mg/day (2)|3, 4 wks or more and dosage 20 - 39 mg/day (3)|4, 4 wks or more and dosage at least 40 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '22' OR [athf_t19_mon_medname_v2] = '40'",y,,,,,
athf_t19_mon_ad_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 449 mg/day (4)|4, 4 wks or more and dosage at least 450 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '6'",y,,,,,
athf_t19_mon_ad_5_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks  OR 4 wks or more and dosage <  100 mg/day (1)|2, 4 wks or more and dosage 100 - 199 mg/day (2)|3, 4 wks or more and dosage 200 - 299 mg/day (3)|4, 4 wks or more and dosage at least 300 mg/day (4)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '23'",y,,,,,
athf_t19_mon_ad_6_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug  <   4 wks OR 4 wks or more and dosage  <   25 mg/day (1)|2, 4 wks or more and dosage 25 - 49 mg/day (2)|3, 4 wks or more and dosage 50 - 149 mg/day (3)|4, 4 wks or more and dosage at least 150 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '49'",y,,,,,
athf_t19_mon_ad_7_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  75 mg/day (1)|2, 4 wks or more and dosage 75 - 149 mg/day (2)|3, 4 wks or more and dosage 150 - 299 mg/day (3)|4, 4 wks or more and dosage at least 300 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '57'",y,,,,,
athf_t19_mon_ad_8_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10 - 19 mg/day (2)|3, 4 wks or more and dosage 20 - 39 mg/day (3)|4, 4 wks or more and dosage at least 40 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '9'",y,,,,,
athf_t19_mon_ad_9_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  15 mg/day (1)|2, 4 wks or more and dosage 15 - 29 mg/day (2)|3, 4 wks or more and dosage 30 - 44 mg/day (3)|4, 4 wks or more and dosage at least 45 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '34'",y,,,,,
athf_t19_mon_ad_10_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 39 mg/day (3)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '19'",y,,,,,
athf_t19_mon_ad_11_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|3, 4 wks or more and dosage 10 - 19 mg/day (3)|4, 4 wks or more and dosage at least 20 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '20'",y,,,,,
athf_t19_mon_ad_12_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  50 mg/day (1)|2, NA (2)|3, 4 wks or more and dosage 50 -99 (3)|4, 4 wks or more and dosage at least 100 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '15'",y,,,,,
athf_t19_mon_ad_13_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10-39 mg/day (2)|3, 4 wks or more and dosage greater than 40 mg/day (3)|4, NA (4)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '58'",y,,,,,
athf_t19_mon_ad_14_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  5mg/day (1)|1, 4 wks or more dosage 5mg - 9 mg/day (1)|2, 4 wks or more and dosage 10-19 mg/day (2)|3, 4 wks or more and dosage at least 20 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '59'",y,,,,,
athf_t19_mon_ad_15_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg (1)|2, 4 wks or more dosage 20mg - 39mg/day (2)|3, 4 wks or more and dosage 40 - 79mg/day (3)|4, 4 wks or more and dosage at least 80 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '28'",y,,,,,
athf_t19_mon_maoi_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 59 mg/day (2)|3, 4 wks or more and dosage 60 - 89 mg/day (3)|4, 4 wks or more and dosage at least 90 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '42'",y,,,,,
athf_t19_mon_maoi_2_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 599 mg/day (3)|4, 4 wks or more and dosage at least 600 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '35'",y,,,,,
athf_t19_mon_maoi_3a_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day (4)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '47'",y,,,,,
athf_t19_mon_maoi_3b_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks (1)|3, 4 wks or more and dosage 6 or 9 mg/day (3)|4, 4 wks or more and dosage at least 12 mg/day (4)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '48'",y,,,,,
athf_t19_mon_maoi_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '52'",y,,,,,
athf_t19_mon_lith_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, drug <  4 wks (1)|2, 4 wks or more  (2)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '29'",y,,,,,
athf_t19_mon_ac_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, <  4 wks OR 4 wks or more and level <  6 mcg/ml (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '27'",y,,,,,
athf_t19_mon_benz_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, <  4 wks (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '1'",y,,,,,
athf_t19_mon_ap_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150-299 mg/day (2)|3, 4 wks or more and dosage 4 wks or more and dosage at least 300 mg/day (3)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '44'",y,,,,,
athf_t19_mon_ap_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg/day (1)|2, 4 wks or more and dosage at least 20 - 79 mg/day (2)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '31'",y,,,,,
athf_t19_mon_misc_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t19_mon_medname] Dosage Information ","0, Less than 4 weeks (any dosage) (1)|2, 4 weeks or more (any dosage) (2)",,autocomplete,,,,"[athf_t19_mon_medname_v2] = '50'",y,,,,,
